"family","setting","estimand","n","batch","base_seed","replicate","p_value","legacy_ks_threshold","legacy_quantile_threshold"
"between_freedman_lane","primary_n20","trait",20,1,800,159,0.6325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,160,0.215,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,161,0.885,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,162,0.9175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,163,0.405,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,164,0.085,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,165,0.515,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,166,0.68,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,167,0.4075,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,168,0.2325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,169,0.7275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,170,0.3625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,171,0.6575,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,172,0.2025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,173,0.125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,174,0.4275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,175,0.6025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,176,0.7825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,177,0.5875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,178,0.16,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,179,0.325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,180,0.0475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,181,0.59,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,182,0.4875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,183,0.6425,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,184,0.2175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,185,0.1075,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,186,0.4625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,187,0.8625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,188,0.645,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,189,0.355,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,190,0.37,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,191,0.025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,192,0.8475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,193,0.4775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,194,0.8475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,195,0.975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,196,0.0825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,197,0.91,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,198,0.035,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,199,0.0375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,200,0.035,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,1,0.1,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,2,0.19,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,3,0.62,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,4,0.3525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,5,0.76,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,6,0.1425,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,7,0.1575,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,8,0.1075,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,9,0.82,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,10,0.5175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,11,0.015,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,12,0.8175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,13,0.49,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,14,0.02,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,15,0.3075,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,16,0.9875,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,17,0.52,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,18,0.0675,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,19,0.85,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,20,0.495,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,21,0.1875,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,22,0.4775,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,23,0.6525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,24,0.135,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,25,0.8475,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,26,0.81,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,27,0.655,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,28,0.565,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,29,0.075,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,30,0.36,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,31,0.5725,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,32,0.5675,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,33,0.8075,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,34,0.6175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,35,0.3125,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,36,0.0075,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,37,0.0725,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,38,0.7225,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,39,0.96,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,40,0.8425,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,41,0.53,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,42,0.29,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,43,0.5975,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,44,0.62,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,45,0.3525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,46,0.7875,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,47,0.77,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,48,0.4425,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,49,0.3275,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,50,0.295,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,51,0.485,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,52,0.4125,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,53,0.8825,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,54,0.0625,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,55,0.97,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,56,0.3275,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,57,0.285,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,58,0.2775,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,59,0.7525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,60,0.7275,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,61,0.9575,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,62,0.9625,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,63,0.3975,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,64,0.7425,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,65,0.32,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,66,0.615,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,67,0.465,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,68,0.79,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,69,0.99,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,70,0.0775,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,71,0.3725,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,72,0.765,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,73,0.395,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,74,0.9175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,75,0.645,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,76,0.505,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,77,0.0875,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,78,0.035,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,79,0.9,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,80,0.78,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,81,0.1475,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,82,0.6925,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,83,0.86,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,84,0.19,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,85,0.7175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,86,0.27,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,87,0.0625,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,88,0.8125,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,89,0.7025,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,90,0.9375,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,91,0.685,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,92,0.25,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,93,0.2375,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,94,0.415,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,95,0.7775,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,96,0.845,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,97,0.94,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,98,0.5325,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,99,0.0825,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,100,0.3525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,101,0.335,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,102,0.6175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,103,0.24,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,104,0.8975,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,105,0.8225,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,106,0.0025,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,107,0.84,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,108,0.2475,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,109,0.6475,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,110,0.8525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,111,0.51,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,112,0.645,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,113,0.3825,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,114,0.645,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,115,0.215,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,116,0.7925,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,117,0.2475,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,118,0.34,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,119,0.2075,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,120,0.515,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,121,0.0625,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,122,0.9075,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,123,0.1975,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,124,0.165,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,125,0.7775,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,126,0.6475,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,127,0.0225,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,128,0.86,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,129,0.7775,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,130,0.24,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,131,0.6475,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,132,0.7925,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,133,0.72,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,134,0.335,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,135,0.865,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,136,0.1925,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,137,0.2525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,138,0.6525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,139,0.9725,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,140,0.02,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,141,0.7675,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,142,0.1525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,143,0.145,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,144,0.295,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,145,0.0175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,146,0.55,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,147,0.7325,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,148,0.22,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,149,0.06,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,150,0.255,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,151,0.405,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,152,0.665,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,153,0.6,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,154,0.5775,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,155,0.3175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,156,0.5275,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,157,0.175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,158,0.5125,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,159,0.96,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,160,0.155,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,161,0.8375,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,162,0.415,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,163,0.2675,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,164,0.03,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,165,0.4425,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,166,0.4175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,167,0.525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,168,0.11,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,169,0.6575,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,170,0.8325,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,171,0.2075,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,172,0.5175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,173,0.4875,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,174,0.715,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,175,0.9775,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,176,0.5875,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,177,0.475,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,178,0.15,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,179,0.195,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,180,0.9075,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,181,0.155,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,182,0.7175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,183,0.635,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,184,0.2275,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,185,0.0925,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,1,800,186,0.5225,0.05,0.09
